Timestamp;Sensor 0;Sensor 1;Sensor 2;Sensor 3;Sensor 4;Position;Position3;Scenario;Speed Left; Speed Right
18976;0;0;0;1000;0;3000;3000;"Normal";4222;-222
18984;0;0;0;1000;0;3000;3000;"Normal";4222;-222
18992;0;0;0;1000;0;3000;3000;"Normal";4222;-222
19000;0;0;0;1000;0;3000;3000;"Normal";4222;0
19008;0;0;0;1000;0;3000;3000;"Normal";4222;0
19016;0;0;232;1000;0;2811;2811;"Normal";4222;1890
19024;0;0;0;1000;0;3000;3000;"Normal";4222;1890
19032;0;0;187;1000;0;2842;2842;"Normal";4222;446
19040;0;0;1000;1000;0;2500;2500;"Normal";4222;446
19048;0;0;1000;1000;0;2500;2500;"Normal";3948;4052
19056;0;0;1000;1000;0;2500;2500;"Normal";3948;4052
19064;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19072;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19080;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19088;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19096;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19104;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19112;0;0;1000;205;0;2170;2170;"Normal";2700;4222
19120;0;0;1000;1000;0;2500;2500;"Normal";2700;4222
19128;0;0;1000;1000;0;2500;2500;"Normal";4222;20
19136;0;0;1000;1000;0;2500;2500;"Normal";4222;20
19144;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19152;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19160;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19168;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19176;0;0;227;1000;0;2814;2814;"Normal";4222;-222
19184;0;0;236;1000;0;2809;2809;"Normal";4222;-222
19192;0;0;231;1000;0;2812;2812;"Normal";4222;764
19200;0;0;228;1000;0;2814;2814;"Normal";4222;764
19208;0;0;206;1000;0;2829;2829;"Normal";4222;582
19216;0;0;228;1000;0;2814;2814;"Normal";4222;582
19224;0;0;1000;1000;0;2500;2500;"Normal";4026;3974
19232;0;0;1000;1000;0;2500;2500;"Normal";4026;3974
19240;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19248;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19256;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19264;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19272;0;0;1000;1000;0;2500;2500;"Normal";4222;2000
19280;0;0;1000;233;0;2188;2188;"Normal";4222;2000
19288;0;0;1000;154;0;2133;2133;"Normal";2330;4222
19296;0;0;1000;0;0;2000;2000;"Normal";2330;4222
19304;0;0;1000;0;0;2000;2000;"Normal";3202;4222
19312;0;0;1000;0;0;2000;2000;"Normal";3202;4222
19320;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19328;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19336;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19344;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19352;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19360;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19368;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19376;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19384;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19392;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19400;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19408;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19416;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19424;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19432;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19440;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19448;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19456;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19464;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19472;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19480;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19488;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19496;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19504;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19512;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19520;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19528;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19536;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19544;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19552;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19560;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19568;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19576;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19584;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19592;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19600;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19608;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19616;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19624;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19632;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19640;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19648;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19656;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19664;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19672;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19680;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19688;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19696;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19704;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19712;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19720;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19728;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19736;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19744;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19752;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19760;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19768;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19776;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19784;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19792;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19800;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19808;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19816;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19824;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19832;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19840;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19848;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19856;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19864;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19872;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19880;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19888;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19896;0;0;1000;0;0;2000;2000;"Normal";4000;4000
19904;0;235;1000;0;0;1809;1809;"Normal";4000;4000
19912;0;236;1000;0;0;1809;1809;"Normal";2090;4222
19920;0;233;1000;0;0;1811;1811;"Normal";2090;4222
19928;0;235;1000;0;0;1809;1809;"Normal";3236;4222
19936;0;0;1000;0;0;2000;2000;"Normal";3236;4222
19944;0;0;1000;0;0;2000;2000;"Normal";4222;2854
19952;1000;0;1000;0;1000;2000;2000;"Track finished";4222;2854
